"current_path","current_url","current_title","current_type","source_variants","old_static_status","old_static_path","future_applicant_structure","proposed_new_path","migration_status","note","url_decision","future_url_policy"
"/vospitanie/dlya-roditelej/kak-ne-dopustit-suitsid-u-podrostka","https://xn--80aabgi1b2am.xn--p1ai/vospitanie/dlya-roditelej/kak-ne-dopustit-suitsid-u-podrostka","КАК НЕ ДОПУСТИТЬ СУИЦИД У ПОДРОСТКА","статья","canonical;pdf-query","found","old/new-stack/site/vospitanie/dlya-roditelej/kak-ne-dopustit-suitsid-u-podrostka.html","","/воспитание/для-родителей/как-не-допустить-суицид-у-подростка","preserve","Draft exact Cyrillic URL; educational identifiers are preserved where useful; create 301 from the current canonical URL after approval. PDF is required: clean PDF URL is canonical; duplicate query variants get 301; content-bearing parameters are mapped separately during documentation build.","draft: Cyrillic URL; professional and specialty codes removed; preserve PDF, normalize query duplicates","future site: page URLs in lowercase Cyrillic, hyphen-separated, without numeric codes or trailing slash; root URL is /; legacy index.php variants redirect with 301; legacy URLs redirect with 301 only to relevant replacements, otherwise use 410 after review"
"/obuchenie/elektromonter","https://xn--80aabgi1b2am.xn--p1ai/obuchenie/elektromonter","Электромонтер","подраздел","canonical","found","old/new-stack/site/obuchenie/elektromonter.html","","/обучение/электромонтер","preserve","Draft exact Cyrillic URL; educational identifiers are preserved where useful; create 301 from the current canonical URL after approval.","draft: Cyrillic URL; professional and specialty codes removed","future site: page URLs in lowercase Cyrillic, hyphen-separated, without numeric codes or trailing slash; root URL is /; legacy index.php variants redirect with 301; legacy URLs redirect with 301 only to relevant replacements, otherwise use 410 after review"
"/obuchenie/kip/prakticheskie-kip/prakticheskaya-rabota-no1","https://xn--80aabgi1b2am.xn--p1ai/obuchenie/kip/prakticheskie-kip/prakticheskaya-rabota-no1","Практическая работа №1","документ","canonical;pdf-query","found","old/new-stack/site/obuchenie/kip/prakticheskie-kip/prakticheskaya-rabota-no1.html","","/обучение/кип/практические-работы/практическая-работа-1","preserve","Draft exact Cyrillic URL; educational identifiers are preserved where useful; create 301 from the current canonical URL after approval. PDF is required: clean PDF URL is canonical; duplicate query variants get 301; content-bearing parameters are mapped separately during documentation build.","draft: Cyrillic URL; professional and specialty codes removed; preserve PDF, normalize query duplicates","future site: page URLs in lowercase Cyrillic, hyphen-separated, without numeric codes or trailing slash; root URL is /; legacy index.php variants redirect with 301; legacy URLs redirect with 301 only to relevant replacements, otherwise use 410 after review"
"/vospitanie/razgovory-o-vazhnom","https://xn--80aabgi1b2am.xn--p1ai/vospitanie/razgovory-o-vazhnom","Разговоры о важном","статья","canonical","found","old/new-stack/site/vospitanie/razgovory-o-vazhnom.html","","/воспитание/разговоры-о-важном","preserve","Draft exact Cyrillic URL; educational identifiers are preserved where useful; create 301 from the current canonical URL after approval.","draft: Cyrillic URL; professional and specialty codes removed","future site: page URLs in lowercase Cyrillic, hyphen-separated, without numeric codes or trailing slash; root URL is /; legacy index.php variants redirect with 301; legacy URLs redirect with 301 only to relevant replacements, otherwise use 410 after review"
"/vospitanie/dlya-roditelej/kak-pomoch-podrostku-spravlyatsya-so-stressom","https://xn--80aabgi1b2am.xn--p1ai/vospitanie/dlya-roditelej/kak-pomoch-podrostku-spravlyatsya-so-stressom","Как помочь подростку справляться со стрессом.","статья","canonical;pdf-query","found","old/new-stack/site/vospitanie/dlya-roditelej/kak-pomoch-podrostku-spravlyatsya-so-stressom.html","","/воспитание/для-родителей/как-помочь-подростку-справляться-со-стрессом","preserve","Draft exact Cyrillic URL; educational identifiers are preserved where useful; create 301 from the current canonical URL after approval. PDF is required: clean PDF URL is canonical; duplicate query variants get 301; content-bearing parameters are mapped separately during documentation build.","draft: Cyrillic URL; professional and specialty codes removed; preserve PDF, normalize query duplicates","future site: page URLs in lowercase Cyrillic, hyphen-separated, without numeric codes or trailing slash; root URL is /; legacy index.php variants redirect with 301; legacy URLs redirect with 301 only to relevant replacements, otherwise use 410 after review"
"/vospitanie/dlya-roditelej/16-vazhnykh-pravil-pro-eto","https://xn--80aabgi1b2am.xn--p1ai/vospitanie/dlya-roditelej/16-vazhnykh-pravil-pro-eto","16 ВАЖНЫХ Правил, про ""Это!""","статья","pdf-query;canonical","found","old/new-stack/site/vospitanie/dlya-roditelej/16-vazhnykh-pravil-pro-eto.html","","/воспитание/для-родителей/16-важных-правил-про-это","preserve","Draft exact Cyrillic URL; educational identifiers are preserved where useful; create 301 from the current canonical URL after approval. PDF is required: clean PDF URL is canonical; duplicate query variants get 301; content-bearing parameters are mapped separately during documentation build.","draft: Cyrillic URL; professional and specialty codes removed; preserve PDF, normalize query duplicates","future site: page URLs in lowercase Cyrillic, hyphen-separated, without numeric codes or trailing slash; root URL is /; legacy index.php variants redirect with 301; legacy URLs redirect with 301 only to relevant replacements, otherwise use 410 after review"
"/private","https://xn--80aabgi1b2am.xn--p1ai/private","Политика в отношении обработки персональных данных","служебная","canonical;pdf-query","not found","","","/политика-конфиденциальности","preserve","Draft Cyrillic candidate only; decide whether this policy page remains public at this route. PDF is required: clean PDF URL is canonical; duplicate query variants get 301; content-bearing parameters are mapped separately during documentation build.","draft: Cyrillic URL; professional and specialty codes removed; preserve PDF, normalize query duplicates","future site: page URLs in lowercase Cyrillic, hyphen-separated, without numeric codes or trailing slash; root URL is /; legacy index.php variants redirect with 301; legacy URLs redirect with 301 only to relevant replacements, otherwise use 410 after review"
"/abiturientu/professii/13-01-10-elektromonter-po-remontu-i-obsluzhivaniyu-elektrooborudovaniya-po-otraslyam","https://xn--80aabgi1b2am.xn--p1ai/abiturientu/professii/13-01-10-elektromonter-po-remontu-i-obsluzhivaniyu-elektrooborudovaniya-po-otraslyam","13.01.10 Электромонтер по ремонту и обслуживанию электрооборудования (по отраслям)","статья","pdf-query;canonical;index.php","not found","","excluded: recruitment closed","","410","No new page; recruitment is closed. Public search found no direct indexed backlink to this exact URL. Return 410 Gone; do not redirect to unrelated content. Confirm in Search Console or server logs when available. PDF is required: clean PDF URL is canonical; duplicate query variants get 301; content-bearing parameters are mapped separately during documentation build.","410 Gone; preserve PDF, normalize query duplicates","future site: page URLs in lowercase Cyrillic, hyphen-separated, without numeric codes or trailing slash; root URL is /; legacy index.php variants redirect with 301; legacy URLs redirect with 301 only to relevant replacements, otherwise use 410 after review"
"/vospitanie/prakticheskie-sovety-studentam","https://xn--80aabgi1b2am.xn--p1ai/vospitanie/prakticheskie-sovety-studentam","Практические советы студентам:","статья","pdf-query;canonical","found","old/new-stack/site/vospitanie/prakticheskie-sovety-studentam.html","","/воспитание/практические-советы-студентам","preserve","Draft exact Cyrillic URL; educational identifiers are preserved where useful; create 301 from the current canonical URL after approval. PDF is required: clean PDF URL is canonical; duplicate query variants get 301; content-bearing parameters are mapped separately during documentation build.","draft: Cyrillic URL; professional and specialty codes removed; preserve PDF, normalize query duplicates","future site: page URLs in lowercase Cyrillic, hyphen-separated, without numeric codes or trailing slash; root URL is /; legacy index.php variants redirect with 301; legacy URLs redirect with 301 only to relevant replacements, otherwise use 410 after review"
"/obuchenie/kip/prakticheskie-kip/prakticheskaya-rabota-no3","https://xn--80aabgi1b2am.xn--p1ai/obuchenie/kip/prakticheskie-kip/prakticheskaya-rabota-no3","Практическая работа №3","документ","pdf-query;canonical","found","old/new-stack/site/obuchenie/kip/prakticheskie-kip/prakticheskaya-rabota-no3.html","","/обучение/кип/практические-работы/практическая-работа-3","preserve","Draft exact Cyrillic URL; educational identifiers are preserved where useful; create 301 from the current canonical URL after approval. PDF is required: clean PDF URL is canonical; duplicate query variants get 301; content-bearing parameters are mapped separately during documentation build.","draft: Cyrillic URL; professional and specialty codes removed; preserve PDF, normalize query duplicates","future site: page URLs in lowercase Cyrillic, hyphen-separated, without numeric codes or trailing slash; root URL is /; legacy index.php variants redirect with 301; legacy URLs redirect with 301 only to relevant replacements, otherwise use 410 after review"
"/obuchenie/kip/prakticheskie-kip","https://xn--80aabgi1b2am.xn--p1ai/obuchenie/kip/prakticheskie-kip","ПР КИП МДК01.05","подраздел","canonical","found","old/new-stack/site/obuchenie/kip/prakticheskie-kip.html","","/обучение/кип/практические-работы","preserve","Draft exact Cyrillic URL; educational identifiers are preserved where useful; create 301 from the current canonical URL after approval.","draft: Cyrillic URL; professional and specialty codes removed","future site: page URLs in lowercase Cyrillic, hyphen-separated, without numeric codes or trailing slash; root URL is /; legacy index.php variants redirect with 301; legacy URLs redirect with 301 only to relevant replacements, otherwise use 410 after review"
"/vospitanie/dlya-roditelej/nuzhno-li-obsuzhdat-s-rebenkom-temu-alkogolya-i-narkotikov","https://xn--80aabgi1b2am.xn--p1ai/vospitanie/dlya-roditelej/nuzhno-li-obsuzhdat-s-rebenkom-temu-alkogolya-i-narkotikov","НУЖНО ЛИ ОБСУЖДАТЬ С РЕБЕНКОМ ТЕМУ АЛКОГОЛЯ И НАРКОТИКОВ","статья","pdf-query;canonical","found","old/new-stack/site/vospitanie/dlya-roditelej/nuzhno-li-obsuzhdat-s-rebenkom-temu-alkogolya-i-narkotikov.html","","/воспитание/для-родителей/алкоголь-и-наркотики","preserve","Draft exact Cyrillic URL; educational identifiers are preserved where useful; create 301 from the current canonical URL after approval. PDF is required: clean PDF URL is canonical; duplicate query variants get 301; content-bearing parameters are mapped separately during documentation build.","draft: Cyrillic URL; professional and specialty codes removed; preserve PDF, normalize query duplicates","future site: page URLs in lowercase Cyrillic, hyphen-separated, without numeric codes or trailing slash; root URL is /; legacy index.php variants redirect with 301; legacy URLs redirect with 301 only to relevant replacements, otherwise use 410 after review"
"/obo-mne/dostizheniya","https://xn--80aabgi1b2am.xn--p1ai/obo-mne/dostizheniya","Достижения","подраздел","canonical;index.php","found","old/new-stack/site/obo-mne/dostizheniya.html","","/обо-мне/достижения","preserve","Draft exact Cyrillic URL; educational identifiers are preserved where useful; create 301 from the current canonical URL after approval.","draft: Cyrillic URL; professional and specialty codes removed","future site: page URLs in lowercase Cyrillic, hyphen-separated, without numeric codes or trailing slash; root URL is /; legacy index.php variants redirect with 301; legacy URLs redirect with 301 only to relevant replacements, otherwise use 410 after review"
"/vospitanie/dlya-roditelej/yuridicheskaya-otvetstvennost","https://xn--80aabgi1b2am.xn--p1ai/vospitanie/dlya-roditelej/yuridicheskaya-otvetstvennost","Юридическая ответственность","статья","canonical;pdf-query","found","old/new-stack/site/vospitanie/dlya-roditelej/yuridicheskaya-otvetstvennost.html","","/воспитание/для-родителей/юридическая-ответственность","preserve","Draft exact Cyrillic URL; educational identifiers are preserved where useful; create 301 from the current canonical URL after approval. PDF is required: clean PDF URL is canonical; duplicate query variants get 301; content-bearing parameters are mapped separately during documentation build.","draft: Cyrillic URL; professional and specialty codes removed; preserve PDF, normalize query duplicates","future site: page URLs in lowercase Cyrillic, hyphen-separated, without numeric codes or trailing slash; root URL is /; legacy index.php variants redirect with 301; legacy URLs redirect with 301 only to relevant replacements, otherwise use 410 after review"
"/abiturientu/professii/43-01-09-povar-konditer","https://xn--80aabgi1b2am.xn--p1ai/abiturientu/professii/43-01-09-povar-konditer","43.01.09 Повар, кондитер","статья","pdf-query;canonical;index.php","found","old/new-stack/site/abiturientu/professii/43-01-09-povar-konditer.html","profession","/абитуриент/профессии/повар-кондитер","preserve","Draft exact Cyrillic URL; educational identifiers are preserved where useful; create 301 from the current canonical URL after approval. PDF is required: clean PDF URL is canonical; duplicate query variants get 301; content-bearing parameters are mapped separately during documentation build.","draft: Cyrillic URL; professional and specialty codes removed; preserve PDF, normalize query duplicates","future site: page URLs in lowercase Cyrillic, hyphen-separated, without numeric codes or trailing slash; root URL is /; legacy index.php variants redirect with 301; legacy URLs redirect with 301 only to relevant replacements, otherwise use 410 after review"
"/abiturientu/spetsialnosti/ekonomika-i-bukhgalterskij-uchet-po-otraslyam","https://xn--80aabgi1b2am.xn--p1ai/abiturientu/spetsialnosti/ekonomika-i-bukhgalterskij-uchet-po-otraslyam","38.02.01 Экономика и бухгалтерский учет (по отраслям)","статья","canonical;pdf-query;index.php","not found","","specialty","/абитуриент/специальности/экономика-и-бухгалтерский-учет","301 after build","Create /абитуриент/специальности/экономика-и-бухгалтерский-учет; select the content source during build. PDF is required: clean PDF URL is canonical; duplicate query variants get 301; content-bearing parameters are mapped separately during documentation build.","301 to /абитуриент/специальности/экономика-и-бухгалтерский-учет; preserve PDF, normalize query duplicates","future site: page URLs in lowercase Cyrillic, hyphen-separated, without numeric codes or trailing slash; root URL is /; legacy index.php variants redirect with 301; legacy URLs redirect with 301 only to relevant replacements, otherwise use 410 after review"
"/abiturientu/professii/15-01-05-svarshchik-ruchnoj-i-chastichno-mekhanizirovannoj-svarki-naplavki","https://xn--80aabgi1b2am.xn--p1ai/abiturientu/professii/15-01-05-svarshchik-ruchnoj-i-chastichno-mekhanizirovannoj-svarki-naplavki","15.01.05 Сварщик ручной и частично механизированной сварки (наплавки)","статья","index.php;canonical;pdf-query","not found","","profession","/абитуриент/профессии/сварщик","301 after build","Create /абитуриент/профессии/сварщик; select the content source during build. PDF is required: clean PDF URL is canonical; duplicate query variants get 301; content-bearing parameters are mapped separately during documentation build.","301 to /абитуриент/профессии/сварщик; preserve PDF, normalize query duplicates","future site: page URLs in lowercase Cyrillic, hyphen-separated, without numeric codes or trailing slash; root URL is /; legacy index.php variants redirect with 301; legacy URLs redirect with 301 only to relevant replacements, otherwise use 410 after review"
"/obuchenie/pm02/lektsii/razdel-1","https://xn--80aabgi1b2am.xn--p1ai/obuchenie/pm02/lektsii/razdel-1","Раздел 1","подраздел","canonical","found","old/new-stack/site/obuchenie/pm02/lektsii/razdel-1.html","","/обучение/пм02/лекции/раздел-1","preserve","Draft exact Cyrillic URL; educational identifiers are preserved where useful; create 301 from the current canonical URL after approval.","draft: Cyrillic URL; professional and specialty codes removed","future site: page URLs in lowercase Cyrillic, hyphen-separated, without numeric codes or trailing slash; root URL is /; legacy index.php variants redirect with 301; legacy URLs redirect with 301 only to relevant replacements, otherwise use 410 after review"
"/abiturientu","https://xn--80aabgi1b2am.xn--p1ai/abiturientu","Абитуриенту","раздел","canonical","found","old/new-stack/site/abiturientu/index.html","hub: Professions / Specialties / Documents","/абитуриент","301","Redirect to the confirmed Cyrillic hub /абитуриент after build.","301 to /абитуриент","future site: page URLs in lowercase Cyrillic, hyphen-separated, without numeric codes or trailing slash; root URL is /; legacy index.php variants redirect with 301; legacy URLs redirect with 301 only to relevant replacements, otherwise use 410 after review"
"/obuchenie/pm02/lektsii","https://xn--80aabgi1b2am.xn--p1ai/obuchenie/pm02/lektsii","Лекции","подраздел","canonical","found","old/new-stack/site/obuchenie/pm02/lektsii/index.html","","/обучение/пм02/лекции","preserve","Draft exact Cyrillic URL; educational identifiers are preserved where useful; create 301 from the current canonical URL after approval.","draft: Cyrillic URL; professional and specialty codes removed","future site: page URLs in lowercase Cyrillic, hyphen-separated, without numeric codes or trailing slash; root URL is /; legacy index.php variants redirect with 301; legacy URLs redirect with 301 only to relevant replacements, otherwise use 410 after review"
"/obuchenie/kip/prakticheskie-kip/prakticheskaya-rabota-no4","https://xn--80aabgi1b2am.xn--p1ai/obuchenie/kip/prakticheskie-kip/prakticheskaya-rabota-no4","Практическая работа №4","документ","pdf-query;canonical","found","old/new-stack/site/obuchenie/kip/prakticheskie-kip/prakticheskaya-rabota-no4.html","","/обучение/кип/практические-работы/практическая-работа-4","preserve","Draft exact Cyrillic URL; educational identifiers are preserved where useful; create 301 from the current canonical URL after approval. PDF is required: clean PDF URL is canonical; duplicate query variants get 301; content-bearing parameters are mapped separately during documentation build.","draft: Cyrillic URL; professional and specialty codes removed; preserve PDF, normalize query duplicates","future site: page URLs in lowercase Cyrillic, hyphen-separated, without numeric codes or trailing slash; root URL is /; legacy index.php variants redirect with 301; legacy URLs redirect with 301 only to relevant replacements, otherwise use 410 after review"
"/obuchenie/pm02/lektsii/razdel-1/tema-1-1-organizatsiya-rabot-po-montazhu-sistem-avtomatizatsii/podgotovka-k-proizvodstvu-montazhnykh-rabot","https://xn--80aabgi1b2am.xn--p1ai/obuchenie/pm02/lektsii/razdel-1/tema-1-1-organizatsiya-rabot-po-montazhu-sistem-avtomatizatsii/podgotovka-k-proizvodstvu-montazhnykh-rabot","Подготовка к производству монтажных работ","статья","canonical;pdf-query","not found","","","/обучение/пм02/лекции/раздел-1/монтаж-систем-автоматизации/подготовка-к-производству-монтажных-работ","preserve","Draft exact Cyrillic URL; educational identifiers are preserved where useful; create 301 from the current canonical URL after approval. PDF is required: clean PDF URL is canonical; duplicate query variants get 301; content-bearing parameters are mapped separately during documentation build.","draft: Cyrillic URL; professional and specialty codes removed; preserve PDF, normalize query duplicates","future site: page URLs in lowercase Cyrillic, hyphen-separated, without numeric codes or trailing slash; root URL is /; legacy index.php variants redirect with 301; legacy URLs redirect with 301 only to relevant replacements, otherwise use 410 after review"
"/vospitanie","https://xn--80aabgi1b2am.xn--p1ai/vospitanie","Воспитание","раздел","index.php;canonical","found","old/new-stack/site/vospitanie/index.html","","/воспитание","preserve","Draft exact Cyrillic URL; educational identifiers are preserved where useful; create 301 from the current canonical URL after approval.","draft: Cyrillic URL; professional and specialty codes removed","future site: page URLs in lowercase Cyrillic, hyphen-separated, without numeric codes or trailing slash; root URL is /; legacy index.php variants redirect with 301; legacy URLs redirect with 301 only to relevant replacements, otherwise use 410 after review"
"/obuchenie/kip/prakticheskie-kip/prakticheskaya-rabota-no9","https://xn--80aabgi1b2am.xn--p1ai/obuchenie/kip/prakticheskie-kip/prakticheskaya-rabota-no9","Практическая работа №9","документ","canonical","found","old/new-stack/site/obuchenie/kip/prakticheskie-kip/prakticheskaya-rabota-no9.html","","/обучение/кип/практические-работы/практическая-работа-9","preserve","Draft exact Cyrillic URL; educational identifiers are preserved where useful; create 301 from the current canonical URL after approval.","draft: Cyrillic URL; professional and specialty codes removed","future site: page URLs in lowercase Cyrillic, hyphen-separated, without numeric codes or trailing slash; root URL is /; legacy index.php variants redirect with 301; legacy URLs redirect with 301 only to relevant replacements, otherwise use 410 after review"
"/obuchenie/kip/prakticheskie-kip/prakticheskaya-rabota-no2","https://xn--80aabgi1b2am.xn--p1ai/obuchenie/kip/prakticheskie-kip/prakticheskaya-rabota-no2","Практическая работа №2","документ","pdf-query;canonical","found","old/new-stack/site/obuchenie/kip/prakticheskie-kip/prakticheskaya-rabota-no2.html","","/обучение/кип/практические-работы/практическая-работа-2","preserve","Draft exact Cyrillic URL; educational identifiers are preserved where useful; create 301 from the current canonical URL after approval. PDF is required: clean PDF URL is canonical; duplicate query variants get 301; content-bearing parameters are mapped separately during documentation build.","draft: Cyrillic URL; professional and specialty codes removed; preserve PDF, normalize query duplicates","future site: page URLs in lowercase Cyrillic, hyphen-separated, without numeric codes or trailing slash; root URL is /; legacy index.php variants redirect with 301; legacy URLs redirect with 301 only to relevant replacements, otherwise use 410 after review"
"/obuchenie/pm02/lektsii/razdel-1/tema-1-1-organizatsiya-rabot-po-montazhu-sistem-avtomatizatsii/priemka-obekta-pod-montazh","https://xn--80aabgi1b2am.xn--p1ai/obuchenie/pm02/lektsii/razdel-1/tema-1-1-organizatsiya-rabot-po-montazhu-sistem-avtomatizatsii/priemka-obekta-pod-montazh","Приемка объекта под монтаж","статья","canonical;pdf-query","not found","","","/обучение/пм02/лекции/раздел-1/монтаж-систем-автоматизации/приемка-объекта-под-монтаж","preserve","Draft exact Cyrillic URL; educational identifiers are preserved where useful; create 301 from the current canonical URL after approval. PDF is required: clean PDF URL is canonical; duplicate query variants get 301; content-bearing parameters are mapped separately during documentation build.","draft: Cyrillic URL; professional and specialty codes removed; preserve PDF, normalize query duplicates","future site: page URLs in lowercase Cyrillic, hyphen-separated, without numeric codes or trailing slash; root URL is /; legacy index.php variants redirect with 301; legacy URLs redirect with 301 only to relevant replacements, otherwise use 410 after review"
